Time,TrueAlt,EstAlt,TrueVel,EstVel,EstAngle,TrueLat,TrueLon,EstLat,EstLon
19.91,2966.69,2961.07,48.2379,48.1731,0.00783459,28.6084,-80.6043,28.6085,-80.6043
19.92,2967.17,2961.55,48.1362,48.0731,0.00827578,28.6084,-80.6043,28.6085,-80.6043
19.93,2967.65,2962.03,48.0345,47.9709,0.00901147,28.6084,-80.6043,28.6085,-80.6043
19.94,2968.13,2962.5,47.9328,47.8695,0.00827263,28.6084,-80.6043,28.6085,-80.6043
19.95,2968.61,2962.98,47.8311,47.7684,0.00922901,28.6084,-80.6043,28.6085,-80.6043
19.96,2969.09,2963.46,47.7294,47.6669,0.009734,28.6084,-80.6043,28.6085,-80.6043
19.97,2969.56,2963.93,47.6278,47.5648,0.0101591,28.6084,-80.6043,28.6085,-80.6043
19.98,2970.04,2964.41,47.5262,47.4613,0.0095145,28.6084,-80.6043,28.6085,-80.6043
19.99,2970.51,2964.88,47.4246,47.3599,0.00986079,28.6084,-80.6043,28.6085,-80.6043
20,2970.98,2965.36,47.323,47.26,0.0104439,28.6084,-80.6043,28.6083,-80.6043
20.01,2971.46,2965.83,47.2214,47.1581,0.0114279,28.6084,-80.6043,28.6083,-80.6043
20.02,2971.93,2966.3,47.1198,47.057,0.0118739,28.6084,-80.6043,28.6083,-80.6043
20.03,2972.4,2966.77,47.0183,46.9538,0.0125827,28.6084,-80.6043,28.6083,-80.6043
20.04,2972.87,2967.24,46.9167,46.8517,0.0124876,28.6084,-80.6043,28.6083,-80.6043
20.05,2973.34,2967.71,46.8152,46.7515,0.0120976,28.6084,-80.6043,28.6083,-80.6043
20.06,2973.8,2968.17,46.7137,46.6486,0.0114613,28.6084,-80.6043,28.6083,-80.6043
20.07,2974.27,2968.64,46.6122,46.5458,0.0119584,28.6084,-80.6043,28.6083,-80.6043
20.08,2974.73,2969.1,46.5107,46.4436,0.0125859,28.6084,-80.6043,28.6083,-80.6043
20.09,2975.2,2969.57,46.4093,46.3431,0.0133298,28.6084,-80.6043,28.6083,-80.6043
20.1,2975.66,2969.8,46.3078,46.2419,0.0125367,28.6084,-80.6043,28.6083,-80.6043
20.11,2976.12,2970.26,46.2064,46.1408,0.012099,28.6084,-80.6043,28.6083,-80.6043
20.12,2976.58,2970.72,46.105,46.038,0.0116196,28.6084,-80.6043,28.6083,-80.6043
20.13,2977.04,2971.18,46.0036,45.9353,0.0125155,28.6084,-80.6043,28.6083,-80.6043
20.14,2977.5,2971.64,45.9022,45.8347,0.0121386,28.6084,-80.6043,28.6083,-80.6043
20.15,2977.96,2972.1,45.8008,45.7351,0.0131362,28.6084,-80.6043,28.6083,-80.6043
20.16,2978.42,2972.55,45.6994,45.6318,0.0139676,28.6084,-80.6043,28.6083,-80.6043
20.17,2978.87,2973.01,45.5981,45.531,0.0144562,28.6084,-80.6043,28.6083,-80.6043
20.18,2979.33,2973.46,45.4968,45.4316,0.0144012,28.6084,-80.6043,28.6083,-80.6043
20.19,2979.78,2973.92,45.3955,45.3287,0.0143001,28.6084,-80.6043,28.6083,-80.6043
20.2,2980.24,2974.63,45.2942,45.2266,0.0141302,28.6084,-80.6043,28.6083,-80.6043
20.21,2980.69,2975.08,45.1929,45.1258,0.014306,28.6084,-80.6043,28.6083,-80.6043
20.22,2981.14,2975.53,45.0916,45.024,0.0148771,28.6084,-80.6043,28.6083,-80.6043
20.23,2981.59,2975.98,44.9903,44.9224,0.0140726,28.6084,-80.6043,28.6083,-80.6043
20.24,2982.04,2976.43,44.8891,44.8218,0.0150085,28.6084,-80.6043,28.6083,-80.6043
20.25,2982.49,2976.88,44.7879,44.7193,0.0144924,28.6084,-80.6043,28.6083,-80.6043
20.26,2982.93,2977.32,44.6867,44.6183,0.0144572,28.6084,-80.6043,28.6083,-80.6043
20.27,2983.38,2977.77,44.5855,44.5167,0.0150879,28.6084,-80.6043,28.6083,-80.6043
20.28,2983.82,2978.21,44.4843,44.4162,0.0147804,28.6084,-80.6043,28.6083,-80.6043
20.29,2984.27,2978.66,44.3831,44.3151,0.0157376,28.6084,-80.6043,28.6083,-80.6043
20.3,2984.71,2979.23,44.2819,44.213,0.015746,28.6084,-80.6043,28.6083,-80.6043
20.31,2985.15,2979.67,44.1808,44.1139,0.0149907,28.6084,-80.6043,28.6083,-80.6043
20.32,2985.59,2980.11,44.0797,44.0138,0.0143884,28.6084,-80.6043,28.6083,-80.6043
20.33,2986.03,2980.55,43.9786,43.913,0.0150969,28.6084,-80.6043,28.6083,-80.6043
20.34,2986.47,2980.99,43.8775,43.8125,0.0158691,28.6084,-80.6043,28.6083,-80.6043
20.35,2986.91,2981.43,43.7764,43.7105,0.0154107,28.6084,-80.6043,28.6083,-80.6043
20.36,2987.35,2981.86,43.6753,43.6089,0.0161251,28.6084,-80.6043,28.6083,-80.6043
20.37,2987.78,2982.3,43.5742,43.5084,0.0154146,28.6084,-80.6043,28.6083,-80.6043
20.38,2988.22,2982.73,43.4732,43.4064,0.0158937,28.6084,-80.6043,28.6083,-80.6043
20.39,2988.65,2983.16,43.3722,43.3065,0.0153473,28.6084,-80.6043,28.6083,-80.6043
20.4,2989.08,2983.45,43.2711,43.2073,0.0144358,28.6084,-80.6043,28.6083,-80.6043
20.41,2989.51,2983.88,43.1701,43.1074,0.0143209,28.6084,-80.6043,28.6083,-80.6043
20.42,2989.95,2984.31,43.0691,43.0068,0.0135012,28.6084,-80.6043,28.6083,-80.6043
20.43,2990.37,2984.74,42.9682,42.907,0.0127064,28.6084,-80.6043,28.6083,-80.6043
20.44,2990.8,2985.17,42.8672,42.8043,0.0118565,28.6084,-80.6043,28.6083,-80.6043
20.45,2991.23,2985.6,42.7663,42.7038,0.0109936,28.6084,-80.6043,28.6083,-80.6043
20.46,2991.66,2986.02,42.6653,42.6019,0.0114519,28.6084,-80.6043,28.6083,-80.6043
20.47,2992.08,2986.45,42.5644,42.5023,0.0114036,28.6084,-80.6043,28.6083,-80.6043
20.48,2992.51,2986.87,42.4635,42.4007,0.0117373,28.6084,-80.6043,28.6083,-80.6043
20.49,2992.93,2987.3,42.3626,42.2983,0.0111576,28.6084,-80.6043,28.6083,-80.6043
20.5,2993.35,2987.82,42.2617,42.1991,0.0109474,28.6084,-80.6043,28.6083,-80.6043
20.51,2993.78,2988.24,42.1608,42.0985,0.0100208,28.6084,-80.6043,28.6083,-80.6043
20.52,2994.2,2988.66,42.06,41.9985,0.00912523,28.6084,-80.6043,28.6083,-80.6043
20.53,2994.62,2989.08,41.9591,41.8988,0.00915816,28.6084,-80.6043,28.6083,-80.6043
20.54,2995.03,2989.5,41.8583,41.7971,0.00959213,28.6084,-80.6043,28.6083,-80.6043
20.55,2995.45,2989.92,41.7575,41.6965,0.00871386,28.6084,-80.6043,28.6083,-80.6043
20.56,2995.87,2990.33,41.6567,41.5943,0.00772042,28.6084,-80.6043,28.6083,-80.6043
20.57,2996.28,2990.75,41.5559,41.4941,0.00718084,28.6084,-80.6043,28.6083,-80.6043
20.58,2996.7,2991.16,41.4551,41.3945,0.0077023,28.6084,-80.6043,28.6083,-80.6043
20.59,2997.11,2991.57,41.3544,41.2929,0.00843662,28.6084,-80.6043,28.6083,-80.6043
20.6,2997.53,2992.46,41.2536,41.1916,0.00817144,28.6084,-80.6043,28.6083,-80.6043
20.61,2997.94,2992.87,41.1529,41.0895,0.0075315,28.6084,-80.6043,28.6083,-80.6043
20.62,2998.35,2993.28,41.0521,40.9892,0.00737312,28.6084,-80.6043,28.6083,-80.6043
20.63,2998.76,2993.69,40.9514,40.8899,0.00786129,28.6084,-80.6043,28.6083,-80.6043
20.64,2999.17,2994.1,40.8507,40.7897,0.00842727,28.6084,-80.6043,28.6083,-80.6043
20.65,2999.57,2994.5,40.7501,40.6876,0.00782797,28.6084,-80.6043,28.6083,-80.6043
20.66,2999.98,2994.91,40.6494,40.5872,0.00717942,28.6084,-80.6043,28.6083,-80.6043
20.67,3000.38,2995.31,40.5487,40.4882,0.00743644,28.6084,-80.6043,28.6083,-80.6043
20.68,3000.79,2995.72,40.4481,40.3894,0.00729844,28.6084,-80.6043,28.6083,-80.6043
20.69,3001.19,2996.12,40.3474,40.2904,0.00763635,28.6084,-80.6043,28.6083,-80.6043
20.7,3001.6,2996.26,40.2468,40.1917,0.00857311,28.6084,-80.6043,28.6083,-80.6043
20.71,3002,2996.66,40.1462,40.0924,0.00882604,28.6084,-80.6043,28.6083,-80.6043
20.72,3002.4,2997.06,40.0456,39.9899,0.00940025,28.6084,-80.6043,28.6083,-80.6043
20.73,3002.8,2997.46,39.945,39.8889,0.00907656,28.6084,-80.6043,28.6083,-80.6043
20.74,3003.19,2997.86,39.8445,39.7889,0.00958614,28.6084,-80.6043,28.6083,-80.6043
20.75,3003.59,2998.25,39.7439,39.6892,0.0101829,28.6084,-80.6043,28.6083,-80.6043
20.76,3003.99,2998.65,39.6434,39.5901,0.0109541,28.6084,-80.6043,28.6083,-80.6043
20.77,3004.38,2999.05,39.5428,39.4892,0.0104988,28.6084,-80.6043,28.6083,-80.6043
20.78,3004.78,2999.44,39.4423,39.3896,0.00982363,28.6084,-80.6043,28.6083,-80.6043
20.79,3005.17,2999.83,39.3418,39.2907,0.00985453,28.6084,-80.6043,28.6083,-80.6043
20.8,3005.56,3000.9,39.2413,39.1894,0.0090619,28.6084,-80.6043,28.6083,-80.6043
20.81,3005.96,3001.29,39.1408,39.0873,0.00809835,28.6084,-80.6043,28.6083,-80.6043
20.82,3006.35,3001.68,39.0403,38.9877,0.00795655,28.6084,-80.6043,28.6083,-80.6043
20.83,3006.74,3002.07,38.9399,38.8871,0.00821212,28.6084,-80.6043,28.6083,-80.6043
20.84,3007.12,3002.45,38.8394,38.785,0.00809397,28.6084,-80.6043,28.6083,-80.6043
20.85,3007.51,3002.84,38.739,38.6849,0.00890819,28.6084,-80.6043,28.6083,-80.6043
20.86,3007.9,3003.23,38.6386,38.5843,0.00835345,28.6084,-80.6043,28.6083,-80.6043
20.87,3008.28,3003.61,38.5382,38.4856,0.00779949,28.6084,-80.6043,28.6083,-80.6043
20.88,3008.67,3004,38.4378,38.3857,0.00736853,28.6084,-80.6043,28.6083,-80.6043
20.89,3009.05,3004.38,38.3374,38.2868,0.00709776,28.6084,-80.6043,28.6083,-80.6043
20.9,3009.43,3004.86,38.237,38.1884,0.00744908,28.6084,-80.6043,28.6083,-80.6043
20.91,3009.81,3005.24,38.1366,38.0869,0.00663702,28.6084,-80.6043,28.6083,-80.6043
20.92,3010.2,3005.62,38.0363,37.9865,0.00685331,28.6084,-80.6043,28.6083,-80.6043
20.93,3010.57,3006,37.9359,37.8852,0.00663712,28.6084,-80.6043,28.6083,-80.6043
20.94,3010.95,3006.37,37.8356,37.7834,0.00675266,28.6084,-80.6043,28.6083,-80.6043
20.95,3011.33,3006.75,37.7353,37.683,0.00618337,28.6084,-80.6043,28.6083,-80.6043
20.96,3011.71,3007.13,37.635,37.5809,0.006211,28.6084,-80.6043,28.6083,-80.6043
20.97,3012.08,3007.5,37.5347,37.4823,0.006139,28.6084,-80.6043,28.6083,-80.6043
20.98,3012.46,3007.88,37.4344,37.3839,0.00626583,28.6084,-80.6043,28.6083,-80.6043
20.99,3012.83,3008.25,37.3342,37.2839,0.00607376,28.6084,-80.6043,28.6083,-80.6043
21,3013.2,3009.12,37.2339,37.1822,0.00601209,28.6084,-80.6043,28.6084,-80.6042
21.01,3013.57,3009.49,37.1337,37.0834,0.00584315,28.6084,-80.6043,28.6084,-80.6042
21.02,3013.94,3009.86,37.0334,36.9849,0.00555644,28.6084,-80.6043,28.6084,-80.6042
21.03,3014.31,3010.22,36.9332,36.8854,0.00578813,28.6084,-80.6043,28.6084,-80.6042
21.04,3014.68,3010.59,36.833,36.7855,0.00591979,28.6084,-80.6043,28.6084,-80.6042
21.05,3015.05,3010.96,36.7328,36.6861,0.00504258,28.6084,-80.6043,28.6084,-80.6042
21.06,3015.41,3011.33,36.6326,36.5847,0.00597494,28.6084,-80.6043,28.6084,-80.6042
21.07,3015.78,3011.69,36.5324,36.4843,0.00557007,28.6084,-80.6043,28.6084,-80.6042
21.08,3016.14,3012.05,36.4323,36.3842,0.00646785,28.6084,-80.6043,28.6084,-80.6042
21.09,3016.51,3012.42,36.3321,36.2841,0.00658556,28.6084,-80.6043,28.6084,-80.6042
21.1,3016.87,3012.74,36.232,36.1838,0.00648265,28.6084,-80.6043,28.6084,-80.6042
21.11,3017.23,3013.1,36.1319,36.0818,0.00550656,28.6084,-80.6043,28.6084,-80.6042
21.12,3017.59,3013.46,36.0317,35.982,0.00616599,28.6084,-80.6043,28.6084,-80.6042
21.13,3017.95,3013.82,35.9316,35.8806,0.00527414,28.6084,-80.6043,28.6084,-80.6042
21.14,3018.31,3014.18,35.8315,35.7812,0.00538162,28.6084,-80.6043,28.6084,-80.6042
21.15,3018.67,3014.53,35.7314,35.681,0.0058466,28.6084,-80.6043,28.6084,-80.6042
21.16,3019.02,3014.89,35.6314,35.5811,0.00518592,28.6084,-80.6043,28.6084,-80.6042
21.17,3019.38,3015.25,35.5313,35.4817,0.00599075,28.6084,-80.6043,28.6084,-80.6042
21.18,3019.73,3015.6,35.4313,35.3831,0.00556779,28.6084,-80.6043,28.6084,-80.6042
21.19,3020.09,3015.95,35.3312,35.283,0.00541906,28.6084,-80.6043,28.6084,-80.6042
21.2,3020.44,3016.32,35.2312,35.1849,0.00549233,28.6084,-80.6043,28.6084,-80.6042
21.21,3020.79,3016.67,35.1312,35.0853,0.0064722,28.6084,-80.6043,28.6084,-80.6042
21.22,3021.14,3017.02,35.0312,34.9869,0.00644915,28.6084,-80.6043,28.6084,-80.6042
21.23,3021.49,3017.37,34.9312,34.8886,0.00626931,28.6084,-80.6043,28.6084,-80.6042
21.24,3021.84,3017.72,34.8312,34.7868,0.00607238,28.6084,-80.6043,28.6084,-80.6042
21.25,3022.18,3018.07,34.7312,34.6883,0.00521275,28.6084,-80.6043,28.6084,-80.6042
21.26,3022.53,3018.41,34.6312,34.5897,0.00595391,28.6084,-80.6043,28.6084,-80.6042
21.27,3022.88,3018.76,34.5313,34.4903,0.00626791,28.6084,-80.6043,28.6084,-80.6042
21.28,3023.22,3019.1,34.4313,34.3885,0.00668624,28.6084,-80.6043,28.6084,-80.6042
21.29,3023.56,3019.44,34.3314,34.2879,0.00687797,28.6084,-80.6043,28.6084,-80.6042
21.3,3023.91,3020.35,34.2315,34.1867,0.00599613,28.6084,-80.6043,28.6084,-80.6042
21.31,3024.25,3020.69,34.1316,34.0854,0.00645963,28.6084,-80.6043,28.6084,-80.6042
21.32,3024.59,3021.03,34.0317,33.9836,0.0058761,28.6084,-80.6043,28.6084,-80.6042
21.33,3024.93,3021.37,33.9318,33.8818,0.00591469,28.6084,-80.6043,28.6084,-80.6042
21.34,3025.27,3021.71,33.8319,33.7825,0.00495192,28.6084,-80.6043,28.6084,-80.6042
21.35,3025.6,3022.05,33.732,33.6809,0.00441886,28.6084,-80.6043,28.6084,-80.6042
21.36,3025.94,3022.38,33.6322,33.5829,0.00351058,28.6084,-80.6043,28.6084,-80.6042
21.37,3026.27,3022.72,33.5323,33.4816,0.00345381,28.6084,-80.6043,28.6084,-80.6042
21.38,3026.61,3023.05,33.4325,33.3837,0.00353524,28.6084,-80.6043,28.6084,-80.6042
21.39,3026.94,3023.38,33.3327,33.284,0.00330769,28.6084,-80.6043,28.6084,-80.6042
21.4,3027.27,3023.62,33.2329,33.1837,0.00348594,28.6084,-80.6043,28.6084,-80.6042
21.41,3027.61,3023.95,33.1331,33.0828,0.00297438,28.6084,-80.6043,28.6084,-80.6042
21.42,3027.94,3024.28,33.0333,32.9845,0.00259846,28.6084,-80.6043,28.6084,-80.6042
21.43,3028.27,3024.61,32.9335,32.8865,0.00199266,28.6084,-80.6043,28.6084,-80.6042
21.44,3028.59,3024.93,32.8337,32.7884,0.00125698,28.6084,-80.6043,28.6084,-80.6042
21.45,3028.92,3025.26,32.7339,32.6876,0.000356047,28.6084,-80.6043,28.6084,-80.6042
21.46,3029.25,3025.59,32.6342,32.5878,0.00133191,28.6084,-80.6043,28.6084,-80.6042
21.47,3029.57,3025.91,32.5344,32.4864,0.00170955,28.6084,-80.6043,28.6084,-80.6042
21.48,3029.9,3026.23,32.4347,32.3847,0.00193531,28.6084,-80.6043,28.6084,-80.6042
21.49,3030.22,3026.56,32.335,32.2843,0.000988961,28.6084,-80.6043,28.6084,-80.6042
21.5,3030.54,3026.72,32.2353,32.1852,0.00110127,28.6084,-80.6043,28.6084,-80.6042
21.51,3030.86,3027.04,32.1356,32.0836,0.00147484,28.6084,-80.6043,28.6084,-80.6042
21.52,3031.18,3027.36,32.0359,31.9838,0.00187356,28.6084,-80.6043,28.6084,-80.6042
21.53,3031.5,3027.68,31.9362,31.883,0.00087461,28.6084,-80.6043,28.6084,-80.6042
21.54,3031.82,3028,31.8365,31.7817,0.00112829,28.6084,-80.6043,28.6084,-80.6042
21.55,3032.14,3028.32,31.7368,31.6824,0.000726473,28.6084,-80.6043,28.6084,-80.6042
21.56,3032.46,3028.63,31.6372,31.5843,0.00139422,28.6084,-80.6043,28.6084,-80.6042
21.57,3032.77,3028.95,31.5375,31.4834,0.000811814,28.6084,-80.6043,28.6084,-80.6042
21.58,3033.09,3029.26,31.4379,31.3849,0.00054522,28.6084,-80.6043,28.6084,-80.6042
21.59,3033.4,3029.57,31.3383,31.2837,0.00138405,28.6084,-80.6043,28.6084,-80.6042
21.6,3033.71,3030.2,31.2387,31.1846,0.000716519,28.6084,-80.6043,28.6084,-80.6042
21.61,3034.02,3030.51,31.1391,31.0846,0.000236163,28.6084,-80.6043,28.6084,-80.6042
21.62,3034.33,3030.82,31.0395,30.9833,0.000474213,28.6084,-80.6043,28.6084,-80.6042
21.63,3034.64,3031.13,30.9399,30.8853,0.000297223,28.6084,-80.6043,28.6084,-80.6042
21.64,3034.95,3031.44,30.8403,30.7863,0.000380236,28.6084,-80.6043,28.6084,-80.6042
21.65,3035.26,3031.74,30.7407,30.6886,0.000691867,28.6084,-80.6043,28.6084,-80.6042
21.66,3035.57,3032.05,30.6412,30.588,0.00100076,28.6084,-80.6043,28.6084,-80.6042
21.67,3035.87,3032.35,30.5416,30.487,0.00191183,28.6084,-80.6043,28.6084,-80.6042
21.68,3036.17,3032.66,30.4421,30.389,0.00118767,28.6084,-80.6043,28.6084,-80.6042
21.69,3036.48,3032.96,30.3426,30.2877,0.00120524,28.6084,-80.6043,28.6084,-80.6042
21.7,3036.78,3033.45,30.243,30.189,0.00088566,28.6084,-80.6043,28.6084,-80.6042
21.71,3037.08,3033.75,30.1435,30.0892,0.000905288,28.6084,-80.6043,28.6084,-80.6042
21.72,3037.38,3034.05,30.044,29.9901,0.000602692,28.6084,-80.6043,28.6084,-80.6042
21.73,3037.68,3034.35,29.9445,29.8921,0.00106477,28.6084,-80.6043,28.6084,-80.6042
21.74,3037.98,3034.65,29.8451,29.7917,0.00106358,28.6084,-80.6043,28.6084,-80.6042
21.75,3038.28,3034.94,29.7456,29.6938,0.0013998,28.6084,-80.6043,28.6084,-80.6042
21.76,3038.57,3035.24,29.6461,29.5928,0.000714003,28.6084,-80.6043,28.6084,-80.6042
21.77,3038.87,3035.53,29.5467,29.4944,0.00117249,28.6084,-80.6043,28.6084,-80.6042
21.78,3039.16,3035.83,29.4472,29.393,0.000509363,28.6084,-80.6043,28.6084,-80.6042
21.79,3039.46,3036.12,29.3478,29.2931,0.000651976,28.6084,-80.6043,28.6084,-80.6042
21.8,3039.75,3036.54,29.2483,29.1922,-0.000286209,28.6084,-80.6043,28.6084,-80.6042
21.81,3040.04,3036.83,29.1489,29.0941,-0.000949603,28.6084,-80.6043,28.6084,-80.6042
21.82,3040.33,3037.12,29.0495,28.9958,-0.000604622,28.6084,-80.6043,28.6084,-80.6042
21.83,3040.62,3037.41,28.9501,28.8957,4.36444e-05,28.6084,-80.6043,28.6084,-80.6042
21.84,3040.91,3037.7,28.8507,28.795,-0.000888764,28.6084,-80.6043,28.6084,-80.6042
21.85,3041.2,3037.99,28.7513,28.6943,-0.000715126,28.6084,-80.6043,28.6084,-80.6042
21.86,3041.48,3038.27,28.652,28.5953,-0.000366809,28.6084,-80.6043,28.6084,-80.6042
21.87,3041.77,3038.56,28.5526,28.4947,0.000521075,28.6084,-80.6043,28.6084,-80.6042
21.88,3042.05,3038.84,28.4532,28.3956,0.00138548,28.6084,-80.6043,28.6084,-80.6042
21.89,3042.34,3039.12,28.3539,28.2951,0.000485632,28.6084,-80.6043,28.6084,-80.6042
21.9,3042.62,3039.76,28.2546,28.197,0.00124598,28.6084,-80.6043,28.6084,-80.6042
21.91,3042.9,3040.04,28.1552,28.0964,0.00152019,28.6084,-80.6043,28.6084,-80.6042
21.92,3043.18,3040.32,28.0559,27.9986,0.000552946,28.6084,-80.6043,28.6084,-80.6042
21.93,3043.46,3040.6,27.9566,27.9005,8.21961e-05,28.6084,-80.6043,28.6084,-80.6042
21.94,3043.74,3040.88,27.8573,27.8015,0.00096548,28.6084,-80.6043,28.6084,-80.6042
21.95,3044.02,3041.15,27.758,27.7014,0.000795816,28.6084,-80.6043,28.6084,-80.6042
21.96,3044.29,3041.43,27.6587,27.6031,0.000723487,28.6084,-80.6043,28.6084,-80.6042
21.97,3044.57,3041.71,27.5594,27.5026,0.000532839,28.6084,-80.6043,28.6084,-80.6042
21.98,3044.85,3041.98,27.4602,27.4044,-0.000422527,28.6084,-80.6043,28.6084,-80.6042
21.99,3045.12,3042.25,27.3609,27.3055,0.000185183,28.6084,-80.6043,28.6084,-80.6042
22,3045.39,3043.05,27.2616,27.205,-0.000469276,28.6084,-80.6043,28.6085,-80.6043
22.01,3045.66,3043.32,27.1624,27.1053,-0.000721412,28.6084,-80.6043,28.6085,-80.6043
22.02,3045.93,3043.59,27.0632,27.0057,-0.00110914,28.6084,-80.6043,28.6085,-80.6043
22.03,3046.2,3043.86,26.9639,26.9067,-0.001186,28.6084,-80.6043,28.6085,-80.6043
22.04,3046.47,3044.13,26.8647,26.806,-0.00131547,28.6084,-80.6043,28.6085,-80.6043
22.05,3046.74,3044.39,26.7655,26.7073,-0.00207108,28.6084,-80.6043,28.6085,-80.6043
22.06,3047.01,3044.66,26.6663,26.6064,-0.00204829,28.6084,-80.6043,28.6085,-80.6043
22.07,3047.27,3044.93,26.5671,26.5058,-0.00129246,28.6084,-80.6043,28.6085,-80.6043
22.08,3047.54,3045.19,26.4679,26.4077,-0.000839938,28.6084,-80.6043,28.6085,-80.6043
22.09,3047.8,3045.45,26.3687,26.3098,-0.00169683,28.6084,-80.6043,28.6085,-80.6043
22.1,3048.06,3046.07,26.2696,26.2092,-0.00159334,28.6084,-80.6043,28.6085,-80.6043
22.11,3048.32,3046.33,26.1704,26.1102,-0.000680504,28.6084,-80.6043,28.6085,-80.6043
22.12,3048.59,3046.59,26.0712,26.0102,-0.000956647,28.6084,-80.6043,28.6085,-80.6043
22.13,3048.85,3046.85,25.9721,25.9112,-0.00173804,28.6084,-80.6043,28.6085,-80.6043
22.14,3049.1,3047.11,25.873,25.8123,-0.00130776,28.6084,-80.6043,28.6085,-80.6043
22.15,3049.36,3047.37,25.7738,25.7132,-0.00148894,28.6084,-80.6043,28.6085,-80.6043
22.16,3049.62,3047.62,25.6747,25.6124,-0.000786066,28.6084,-80.6043,28.6085,-80.6043
22.17,3049.87,3047.88,25.5756,25.5146,-0.00099565,28.6084,-80.6043,28.6085,-80.6043
22.18,3050.13,3048.13,25.4765,25.4151,-0.0014307,28.6084,-80.6043,28.6085,-80.6043
22.19,3050.38,3048.38,25.3774,25.3161,-0.000747106,28.6084,-80.6043,28.6085,-80.6043
22.2,3050.64,3048.45,25.2783,25.2187,-0.000441075,28.6084,-80.6043,28.6085,-80.6043
22.21,3050.89,3048.7,25.1792,25.1212,0.000142103,28.6084,-80.6043,28.6085,-80.6043
22.22,3051.14,3048.95,25.0801,25.0233,-0.000474382,28.6084,-80.6043,28.6085,-80.6043
22.23,3051.39,3049.2,24.9811,24.9243,-0.000251098,28.6084,-80.6043,28.6085,-80.6043
22.24,3051.64,3049.44,24.882,24.8243,6.7454e-05,28.6084,-80.6043,28.6085,-80.6043
22.25,3051.88,3049.69,24.7829,24.7239,0.000664857,28.6084,-80.6043,28.6085,-80.6043
22.26,3052.13,3049.94,24.6839,24.6269,-9.55344e-05,28.6084,-80.6043,28.6085,-80.6043
22.27,3052.38,3050.18,24.5849,24.5263,-0.000373902,28.6084,-80.6043,28.6085,-80.6043
22.28,3052.62,3050.43,24.4858,24.4279,-0.000946994,28.6084,-80.6043,28.6085,-80.6043
22.29,3052.87,3050.67,24.3868,24.3305,-0.00119236,28.6084,-80.6043,28.6085,-80.6043
22.3,3053.11,3050.83,24.2878,24.2324,-0.00155473,28.6084,-80.6043,28.6085,-80.6043
22.31,3053.35,3051.07,24.1888,24.1332,-0.00227529,28.6084,-80.6043,28.6085,-80.6043
22.32,3053.59,3051.31,24.0898,24.0357,-0.00131565,28.6084,-80.6043,28.6085,-80.6043
22.33,3053.83,3051.55,23.9908,23.9364,-0.00153081,28.6084,-80.6043,28.6085,-80.6043
22.34,3054.07,3051.79,23.8918,23.8387,-0.00187775,28.6084,-80.6043,28.6085,-80.6043
22.35,3054.31,3052.02,23.7928,23.7379,-0.00140618,28.6084,-80.6043,28.6085,-80.6043
22.36,3054.55,3052.26,23.6938,23.6399,-0.000732127,28.6084,-80.6043,28.6085,-80.6043
22.37,3054.78,3052.49,23.5949,23.541,0.000135925,28.6084,-80.6043,28.6085,-80.6043
22.38,3055.02,3052.73,23.4959,23.4415,-0.000585054,28.6084,-80.6043,28.6085,-80.6043
22.39,3055.25,3052.96,23.397,23.3413,-0.00155676,28.6084,-80.6043,28.6085,-80.6043
22.4,3055.48,3053.28,23.298,23.2416,-0.000564676,28.6084,-80.6043,28.6085,-80.6043
22.41,3055.72,3053.52,23.1991,23.1407,-0.0013643,28.6084,-80.6043,28.6085,-80.6043
22.42,3055.95,3053.75,23.1002,23.0413,-0.00219455,28.6084,-80.6043,28.6085,-80.6043
22.43,3056.18,3053.98,23.0012,22.9416,-0.00262803,28.6084,-80.6043,28.6085,-80.6043
22.44,3056.41,3054.2,22.9023,22.8425,-0.00355703,28.6084,-80.6043,28.6085,-80.6043
22.45,3056.63,3054.43,22.8034,22.744,-0.00269987,28.6084,-80.6043,28.6085,-80.6043
22.46,3056.86,3054.66,22.7045,22.6456,-0.00221628,28.6084,-80.6043,28.6085,-80.6043
22.47,3057.09,3054.88,22.6056,22.5478,-0.00203907,28.6084,-80.6043,28.6085,-80.6043
22.48,3057.31,3055.11,22.5067,22.4476,-0.00267387,28.6084,-80.6043,28.6085,-80.6043
22.49,3057.54,3055.33,22.4079,22.3484,-0.00269283,28.6084,-80.6043,28.6085,-80.6043
22.5,3057.76,3055.49,22.309,22.2484,-0.00340081,28.6084,-80.6043,28.6085,-80.6043
22.51,3057.98,3055.71,22.2101,22.1485,-0.00305306,28.6084,-80.6043,28.6085,-80.6043
22.52,3058.2,3055.93,22.1113,22.0483,-0.00321319,28.6084,-80.6043,28.6085,-80.6043
22.53,3058.42,3056.15,22.0124,21.9507,-0.00348489,28.6084,-80.6043,28.6085,-80.6043
22.54,3058.64,3056.37,21.9136,21.8516,-0.00425232,28.6084,-80.6043,28.6085,-80.6043
22.55,3058.86,3056.59,21.8147,21.7522,-0.00435808,28.6084,-80.6043,28.6085,-80.6043
22.56,3059.08,3056.81,21.7159,21.6535,-0.00443731,28.6084,-80.6043,28.6085,-80.6043
22.57,3059.29,3057.02,21.6171,21.556,-0.0041896,28.6084,-80.6043,28.6085,-80.6043
22.58,3059.51,3057.24,21.5183,21.4582,-0.00498114,28.6084,-80.6043,28.6085,-80.6043
